Url,Federal state,Origin,Found competitions,Crawl date
http://artofdance.koeln,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://die-residenz.dance/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://gg-herford.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://kgfreudenthal.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://kükengarde.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://ssv-rhade.de/tanzen/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://tanzen.ssfbonn.de/tanzenstart.html,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://tanzsport-brilon.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://tanzsportfreunde-essen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://tcgw.org,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://tcs-krefeld.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://tpsk-koeln.de/tanzen/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://tsc-residenz.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://ttc-mg-ry.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.1brrc.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.PSC-Tanzen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.TVUnterbach.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.TanzenInklusiv.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.aurora-ev.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.blau-gold-siegen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.capoeira-in-aachen.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.castell-lippstadt.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.dance-city-castrop.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.erftstolz-tanzen.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.excelsior-koeln.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.germania-lohauserholz.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.hilchenbachsharks.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.jardin-des-epoques.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.jtsc-Leichlingen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.kg-aunes-ees-2017.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.kg-koenigreich-duissern.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.kgihnetal.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.kin-top-foerderungszentrum.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.psv-unna.de/?page_id=174,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.renegades-ld.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.rondo-bonn.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.royal-bonn.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.royal-dance.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.royal-oberhausen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.rrc-duisburg.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.rrc-number-one.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.rrc-teddybears.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.saltatio-aachen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.saltatiobergheim.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.schwarz-gelb-aachen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.sglangenfeld.de/de/wettkampf/tanzsport,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.suttroper-kg.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.swiff-online.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanz-centrum-coesfeld.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzSportFreunde-Seelscheid.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzcentrum-en.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzclub-sennestadt.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzclub-warburg.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzclubduesseldorf.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzen-hamm.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzenimtcn.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzgarde.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzsport-bielefeld.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzsport-emsdetten.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzsport-essen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzsport-meschede.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzsport-paderborn.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzsportclub-dortmund.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzsportclub-werne.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzsportvereinviersen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tanzsportzentrum-rheine.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tbvlemgoev.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tc-blaugold-solingen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tc-gruen-weiss-rot.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tc-metropol.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.td-duesseldorf-rot-weiss.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tgc-blau-gold-remscheid.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tgc-porz.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tigerfeet.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tkdd.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsa-menden.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsaSauerland.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsc-essen.de/,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
http://www.tsc-gelsenkirchen.de,Nordrhein-Westfalen,https://tnw.de/verband/vereine/,,"January 04, 2024"
